Elevation,Land_cover_forests,Land_cover_shrublands,Land_cover_savannas,Land_cover_grasslands,Land_cover_croplands,Land_cover_urban_areas,Temperature_interpolated_rasters,Precipitation_interpolated_rasters
177.550003051758,99,0,0,0,0,1,23.027400970459,1617.98645019531
24.2299995422363,2,0,0,0,2,96,23.767671585083,1581.14807128906
2459.63989257812,11,1,63,25,0,0,17.9437274932861,506.103424072266
1577.78002929688,0,42,0,58,0,0,13.430980682373,45.0410957336426
75.4899978637695,18,0,0,0,31,51,11.3112745285034,513.583312988281
70.9899978637695,64,0,0,0,25,11,18.7694072723389,1407.64611816406
77.1600036621094,26,0,0,0,74,0,16.7215175628662,1971.10900878906
116.940002441406,100,0,0,0,0,0,23.7425231933594,535.182312011719
75.5299987792969,55,0,0,0,8,37,23.3638744354248,722.484191894531
162.619995117188,80,0,0,0,2,18,10.3084373474121,1156.56579589844
75.5299987792969,55,0,0,0,8,37,10.316276550293,1157.49072265625
199.470001220703,7,0,0,0,92,1,9.49501991271973,1174.69616699219
152.270004272461,90,0,0,0,1,9,17.3285331726074,741.643920898438
198.199996948242,78,0,0,0,8,14,22.9164733886719,1301.61218261719
73.7200012207031,56,0,0,0,8,36,17.8227157592773,1897.77099609375
213.410003662109,97,0,0,0,3,0,-4.87114095687866,677.470886230469
117.389999389648,67,0,0,0,3,30,9.57351112365723,1343.39123535156
179.949996948242,92,0,0,0,2,6,11.2087306976318,443.0888671875
160.960006713867,80,0,0,0,20,0,20.2296810150146,1822.77233886719
41.2400016784668,21,0,0,0,5,74,0.739954650402069,716.076599121094
43.9700012207031,21,0,0,0,3,76,19.681468963623,2022.79516601562
22.8199996948242,9,0,0,0,0,91,-0.954866588115692,1240.63500976562
24.9500007629395,28,0,0,0,0,72,23.4486503601074,792.406433105469
11.1300001144409,44,0,0,5,11,32,0.754048824310303,846.190124511719
138.839996337891,99,0,0,0,0,1,10.6077938079834,1175.23852539062
142.089996337891,95,0,0,0,1,4,12.6628017425537,471.704650878906
142.089996337891,95,0,0,0,1,4,12.6319160461426,470.162902832031
222.550003051758,98,0,0,0,1,1,17.1003818511963,761.601196289062
159.779998779297,95,0,0,0,5,0,23.9554710388184,490.051727294922
567.840026855469,64,0,0,0,36,0,19.4949512481689,1460.81811523438
138.839996337891,99,0,0,0,0,1,19.4999675750732,528.267944335938
11.1300001144409,44,0,0,5,11,32,0.732003569602966,844.939147949219
43.9700012207031,21,0,0,0,3,76,13.7941370010376,4008.59814453125
46.2099990844727,6,0,0,1,2,88,24.3890113830566,447.5673828125
